English Word;Portuguese Translation (Google Translate);Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
compact;compacto;0;0;0;0;0;0;0;0;0;1
compaction;compactação;0;0;0;0;0;0;0;0;0;0
compactness;compacidade;0;0;0;0;0;0;0;0;0;0
companion;companheiro;1;0;0;0;0;0;1;0;0;1
companionship;companhia;0;0;0;0;0;0;0;0;0;0
company;companhia;0;0;0;0;0;0;0;0;0;0
comparable;comparável;0;0;0;0;0;0;0;0;0;0
comparative;comparativo;0;0;0;0;0;0;0;0;0;0
comparatively;comparativamente;0;0;0;0;0;0;0;0;0;0
comparison;comparação;0;0;0;0;0;0;0;0;0;0
compartment;compartimento;0;0;0;0;0;0;0;0;0;0
compass;bússola;0;0;0;0;0;0;0;0;0;1
compassion;compaixão;1;0;0;0;0;1;0;0;0;0
compassionate;compassivo;1;0;0;0;0;0;0;0;0;0
compatibility;compatibilidade;1;0;0;0;0;0;0;0;0;0
compatible;compatível;1;0;0;0;0;0;0;0;0;0
compel;obrigar;0;0;0;0;0;0;0;0;0;0
compelled;obrigado;0;0;0;0;0;0;0;0;0;0
compelling;atraente;1;0;0;0;0;0;0;0;0;0
compendium;compêndio;0;0;0;0;0;0;0;0;0;0
compensate;compensar;1;0;0;1;0;0;1;0;1;1
compensation;compensação;0;0;0;0;0;0;0;0;0;0
compensatory;compensatório;1;0;0;0;0;0;0;0;0;0
competence;competência;1;0;0;0;0;0;0;0;0;1
competency;competência;1;0;0;0;0;0;0;0;0;1
competent;competente;1;0;0;0;0;0;0;0;0;1
competition;concorrência;0;1;0;1;0;0;0;0;0;0
competitive;competitivo;0;0;0;0;0;0;0;0;0;0
competitor;concorrente;0;0;0;0;0;0;0;0;0;0
compilation;compilação;0;0;0;0;0;0;0;0;0;0
compile;compilar;0;0;0;0;0;0;0;0;0;0
complacency;complacência;1;0;0;0;0;0;0;0;0;0
complacent;complacente;0;0;0;0;0;0;0;0;0;0
complain;queixar-se;0;1;1;0;0;0;0;1;0;0
complaint;queixa;0;1;1;0;0;0;0;0;0;0
complement;complemento;1;0;0;1;0;0;1;0;1;1
complementary;complementar;1;0;0;0;0;0;0;0;0;0
completed;concluído;0;0;0;0;0;0;0;0;0;0
completely;completamente;1;0;0;0;0;0;0;0;0;0
completeness;perfeição;1;0;0;0;0;0;0;0;0;0
completing;completando;1;0;0;1;0;0;1;0;0;0
completion;realização;1;0;0;1;0;0;1;0;0;0
complex;complexo;0;0;0;0;0;0;0;0;0;0
complexed;complexado;0;1;0;0;0;0;0;0;0;0
complexion;compleição;0;0;0;0;0;0;0;0;0;0
complexity;complexidade;0;1;0;0;0;0;0;0;0;0
compliance;conformidade;1;0;0;0;0;0;0;0;0;1
compliant;compatível;1;0;0;0;0;0;0;0;0;0
complicate;complicar;0;1;1;0;0;0;0;0;0;0
complicated;complicado;0;1;0;0;0;0;0;0;0;0
complication;complicação;0;1;0;0;0;0;0;0;0;0
complicity;cumplicidade;1;1;0;0;0;0;0;0;0;0
compliment;elogio;1;0;0;1;0;0;1;0;1;1
comply;obedecer;0;0;0;0;0;0;0;0;0;0
complying;cumprimento;0;0;0;0;0;0;0;0;0;0
compo;compo;0;0;0;0;0;0;0;0;0;0
component;componente;0;0;0;0;0;0;0;0;0;0
compose;compor;0;0;0;0;0;0;0;0;0;0
composed;composto;1;0;0;0;0;0;0;0;0;0
composer;compositor;1;0;0;0;0;0;0;0;0;0
composite;composto;0;0;0;0;0;0;0;0;0;0
composition;composição;0;0;0;0;0;0;0;0;0;0
compost;adubo;0;1;0;0;1;0;0;0;0;0
composure;compostura;1;0;0;0;0;0;0;0;0;0
compound;composto;0;0;0;0;0;0;0;0;0;0
comprehend;compreender;1;0;0;0;0;0;0;0;0;0
comprehension;compreensão;0;0;0;0;0;0;0;0;0;0
comprehensive;abrangente;1;0;0;0;0;0;0;0;0;0
compress;comprimir;0;0;1;0;0;0;0;0;0;0
compressed;comprimido;0;0;0;0;0;0;0;0;0;0
compressible;compressível;0;0;0;0;0;0;0;0;0;0
compression;compressão;0;0;0;0;0;0;0;0;0;0
comprise;compreender;0;0;0;0;0;0;0;0;0;0
compromise;compromisso;0;0;0;0;0;0;0;0;0;0
comptroller;mordomo;0;0;0;0;0;0;0;0;0;1
compulsion;compulsão;0;1;1;0;0;0;0;0;0;0
compulsory;obrigatório;0;1;0;0;0;0;0;0;0;0
computable;computável;0;0;0;0;0;0;0;0;0;0
computation;computação;0;0;0;0;0;0;0;0;0;0
compute;computar;0;0;0;0;0;0;0;0;0;0
computer;computador;0;0;0;0;0;0;0;0;0;0
comrade;camarada;1;0;0;0;0;0;0;0;0;1
con;contra;0;0;0;0;0;0;0;0;0;0
concatenation;concatenação;0;0;0;0;0;0;0;0;0;0
concave;côncavo;0;0;0;0;0;0;0;0;0;0
conceal;esconder;0;1;0;0;0;0;0;1;0;0
concealed;oculto;0;1;0;1;0;1;0;0;1;0
concealment;dissimulação;0;1;1;1;0;1;0;0;0;0
conceit;presunção;0;1;0;0;0;0;0;0;0;0
conceited;vaidoso;0;1;0;0;0;0;0;0;0;0
conceivable;concebível;0;0;0;0;0;0;0;0;0;0
concentrate;concentrar;0;0;0;0;0;0;0;0;0;0
concentration;concentração;0;0;0;0;0;0;0;0;0;0
concentric;concêntrico;1;0;0;0;0;0;0;0;0;0
conception;concepção;0;0;0;0;0;0;0;0;0;0
concern;preocupação;0;0;0;0;0;0;0;0;0;0
concerned;preocupado;0;0;0;0;0;1;0;1;0;0
concert;show;0;0;0;0;0;0;0;0;0;0
concession;concessão;0;0;0;0;0;0;0;0;0;0
concessional;concessional;0;0;0;0;0;0;0;0;0;0
concierge;porteiro;0;0;0;0;0;0;0;0;0;0
conciliation;conciliação;1;0;0;0;0;0;1;0;0;1
concise;conciso;0;0;0;0;0;0;0;0;0;0
conclave;conclave;0;0;0;0;0;0;0;0;0;0
conclude;concluir;0;0;0;0;0;0;0;0;0;0
concluding;concluindo;1;0;0;0;0;0;0;0;0;0
conclusion;conclusão;0;0;0;0;0;0;0;0;0;0
concoction;mistura;0;0;0;0;0;0;0;0;0;0
concomitant;concomitante;0;0;0;0;0;0;0;0;0;0
concord;concórdia;1;0;0;0;0;0;0;0;0;1
concordance;concordância;1;0;0;0;0;0;0;0;0;1
concours;concours;0;0;0;0;0;0;0;0;0;0
concourse;concurso;0;0;0;0;0;0;0;0;0;0
concrete;concreto;0;0;0;0;0;0;0;0;0;0
concurrence;concorrência;0;0;0;0;0;0;0;0;0;0
concurrent;concorrente;0;0;0;0;0;0;0;0;0;0
concurring;concordante;0;0;0;0;0;0;0;0;0;0
concussion;concussão;0;1;1;0;0;0;0;1;0;0
condemn;condenar;0;1;1;0;0;0;0;0;0;0
condemnation;condenação;0;1;1;1;1;1;0;1;0;0
condensation;condensação;0;0;0;0;0;0;0;0;0;0
condensed;condensado;0;0;0;0;0;0;0;0;0;0
condescending;condescendente;0;1;0;0;0;0;0;0;0;0
condescension;condescendência;0;1;1;0;1;0;0;1;0;0
condiment;condimento;0;0;0;0;0;0;0;0;0;0
condition;condição;0;0;0;0;0;0;0;0;0;0
conditional;condicional;0;0;0;0;0;0;0;0;0;0
conditionally;condicionalmente;0;0;0;0;0;0;0;0;0;0
conditioned;condicionado;0;0;0;0;0;0;0;0;0;0
conditions;condições;0;0;0;0;0;0;0;0;0;0
condolence;pêsames;1;0;0;0;0;0;0;1;0;0
condone;perdoar;1;0;0;0;0;0;0;0;0;0
conducive;conducente;1;0;0;0;0;0;0;0;0;0
conduct;conduta;0;0;0;0;0;0;0;0;0;0
conduction;condução;0;0;0;0;0;0;0;0;0;0
conductivity;condutividade;1;0;0;0;0;0;0;0;0;0
conductor;condutor;0;0;0;0;0;0;0;0;0;0
conduit;conduto;0;0;0;0;0;0;0;0;0;0
cone;cone;0;0;0;0;0;0;0;0;0;0
confederate;confederado;1;0;0;0;0;0;0;0;0;1
confederation;confederação;0;0;0;0;0;0;0;0;0;0
confer;conferir;0;0;0;0;0;0;0;0;0;0
conference;conferência;0;0;0;0;0;0;0;0;0;0
confess;confessar;1;1;0;0;0;0;0;0;0;1
confession;confissão;0;1;0;1;0;1;0;1;1;0
confessional;confessional;0;0;0;0;0;1;0;0;0;1
confessions;confissões;0;0;0;0;0;0;0;0;0;0
confide;confiar;0;0;0;0;0;0;0;0;0;1
confidence;confiança;1;0;0;0;0;1;1;0;0;1
confident;confiante;1;0;0;0;0;0;1;0;0;1
confidential;confidencial;0;0;0;0;0;0;0;0;0;1
confidentially;confidencialmente;0;0;0;0;0;0;0;0;0;1
configuration;configuração;0;0;0;0;0;0;0;0;0;0
confine;confinar;0;1;1;0;0;1;0;1;0;0
confined;confinado;0;1;1;0;1;1;0;1;0;0
confinement;reclusão;0;1;1;0;0;1;0;1;0;0
confines;confins;0;0;0;0;0;0;0;0;0;0
confirm;confirmar;0;0;0;0;0;0;0;0;0;0
confirmation;confirmação;0;0;0;0;0;0;0;0;0;1
confirmatory;confirmatória;0;0;0;0;0;0;0;0;0;0
confirmed;confirmado;1;0;0;0;0;0;0;0;0;1
confiscate;confiscar;0;1;1;0;0;0;0;1;0;0
confiscation;confisco;0;1;0;0;0;0;0;0;0;0
conflagration;conflagração;0;1;1;0;0;1;0;0;0;0
conflict;conflito;0;1;1;0;0;1;0;1;0;0
conflicting;contraditório;0;1;0;0;0;0;0;0;0;0
confluence;confluência;0;0;0;0;0;0;0;0;0;0
conformance;conformidade;1;0;0;0;0;0;0;0;0;0
conformation;formação;0;0;0;0;0;0;0;0;0;0
conformity;conformidade;0;0;0;0;0;0;0;0;0;1
confound;confundir;0;1;0;0;0;0;0;0;0;0
confounded;desconcertado;0;1;0;0;0;0;0;0;0;0
confront;confrontar;0;0;1;0;0;0;0;0;0;0
confuse;confundir;0;1;0;0;0;0;0;0;0;0
confusion;confusão;0;1;1;0;0;1;0;0;0;0
congenial;agradável;1;0;0;0;0;0;0;0;0;0
congenital;congênito;0;0;0;0;0;0;0;0;0;0
congestion;congestionamento;0;1;0;0;0;0;0;0;0;0
conglomerate;conglomerado;0;0;0;0;0;0;0;0;0;1
conglomeration;conglomeração;0;0;0;0;0;0;0;0;0;0
congratulatory;congratulatório;1;0;0;0;0;0;1;0;0;0
congregate;congregar;0;0;0;0;0;0;0;0;0;0
congregation;congregação;1;0;0;0;0;0;0;0;0;1
congress;congresso;0;0;0;0;1;0;0;0;0;1
congressional;congressional;0;0;0;0;0;0;0;0;0;0
congressman;congressista;0;0;0;0;0;0;0;0;0;1
congruence;congruência;1;0;0;0;0;0;0;0;0;1
conic;cônico;0;0;0;0;0;0;0;0;0;0
conical;cônico;0;0;0;0;0;0;0;0;0;0
conjecture;conjetura;0;0;0;1;0;0;0;0;0;0
conjugal;conjugal;0;0;0;0;0;0;0;0;0;0
conjugate;conjugado;0;0;0;0;0;0;0;0;0;0
conjugation;conjugação;0;0;0;0;0;0;0;0;0;0
conjunction;conjunção;0;0;0;0;0;0;0;0;0;0
conjunctive;conjuntivo;0;0;0;0;0;0;0;0;0;0
conjure;conjurar;0;0;0;1;0;0;0;0;1;0
conjuring;conjurando;0;1;0;0;0;0;0;0;0;0
connect;conectar;0;0;0;0;0;0;0;0;0;0
connected;conectado;0;0;0;0;0;0;0;0;0;0
connection;conexão;0;0;0;0;0;0;0;0;0;0
connective;conectivo;0;0;0;0;0;0;0;0;0;1
connoisseur;conhecedor;1;0;0;0;0;0;1;0;0;1
conquer;conquistar;0;0;0;0;0;0;0;0;0;0
conqueror;conquistador;0;0;0;0;0;0;0;0;0;0
conquest;conquista;0;1;1;0;0;1;0;0;0;0
conscience;consciência;1;0;0;0;0;0;0;0;0;1
conscientious;consciencioso;1;0;0;0;0;0;0;0;0;1
consciousness;consciência;1;0;0;0;0;0;0;0;0;0
conscription;conscrição;0;0;0;0;0;0;0;0;0;0
consecration;consagração;1;0;0;1;0;0;1;1;0;1
consecutive;consecutivo;0;0;0;0;0;0;0;0;0;0
consent;consentimento;0;0;0;0;0;0;0;0;0;0
consenting;consentindo;0;0;0;0;0;0;0;0;0;0
consequence;consequência;0;0;0;0;0;0;0;0;0;0
consequent;conseqüente;0;0;0;1;0;0;0;0;0;0
conservation;conservação;1;0;0;1;0;0;0;0;0;1
conservatism;conservatismo;0;0;0;0;0;0;0;0;0;0
conservative;conservador;0;0;0;0;0;0;0;0;0;0
conservatory;conservatório;0;0;0;0;0;0;0;0;0;0
conserve;conservar;1;0;0;0;0;0;0;0;0;0
considerable;considerável;1;0;0;0;0;0;0;0;0;0
considerate;atencioso;1;0;0;0;0;0;0;0;0;1
consignee;consignatário;0;0;0;0;0;0;0;0;0;0
consignment;consignação;0;0;0;0;0;0;0;0;0;0
consistency;consistência;1;0;0;0;0;0;0;0;0;1
consistent;consistente;0;0;0;0;0;0;0;0;0;0
consolation;consolação;0;0;0;0;0;0;0;0;0;0
console;console;1;0;0;0;0;0;0;1;0;0
consolidate;consolidar;0;0;0;0;0;0;0;0;0;0
consolidation;consolidação;0;0;0;0;0;0;0;0;0;0
consonant;consoante;1;0;0;0;0;0;0;0;0;0
consort;consorte;0;0;0;0;0;0;0;0;0;1
conspicuous;conspícuo;0;0;0;0;0;0;0;0;0;0
conspiracy;conspiração;0;0;0;0;0;1;0;0;0;0
conspirator;conspirador;0;1;1;1;1;1;0;0;0;0
conspire;conspirar;0;1;0;0;0;1;0;0;0;0
constable;polícia;0;0;0;0;0;0;0;0;0;1
constancy;constância;1;0;0;0;0;0;0;0;0;1
constant;constante;1;0;0;0;0;0;0;0;0;1
constantly;constantemente;0;0;0;0;0;0;0;0;0;1
constellation;constelação;0;0;0;0;0;0;0;0;0;0
consternation;consternação;0;1;1;0;0;1;0;0;0;0
constipation;prisão de ventre;0;1;0;0;1;0;0;0;0;0
constituent;constituinte;0;0;0;0;0;0;0;0;0;0
constituents;constituintes;0;0;0;0;0;0;0;0;0;0
constitute;constituir;0;0;0;0;0;0;0;0;0;1
constitution;constituição;0;0;0;0;0;0;0;0;0;0
constitutional;constitucional;1;0;0;0;0;0;0;0;0;1
constitutionality;constitucionalidade;0;0;0;0;0;0;0;0;0;0
constrain;constranger;0;1;0;0;0;1;0;0;0;0
constrained;constrangido;0;1;0;0;0;0;0;0;0;0
constraint;restrição;0;1;1;0;0;1;0;1;0;0
construct;construir;1;0;0;0;0;0;0;0;0;0
construction;construção;0;0;0;0;0;0;0;0;0;0
construe;interpretar;0;0;0;0;0;0;0;0;0;0
consul;cônsul;0;0;0;0;0;0;0;0;0;1
consult;consultar;0;0;0;0;0;0;0;0;0;1
consultation;consulta;0;0;0;0;0;0;0;0;0;0
consume;consumir;0;0;0;0;0;0;0;0;0;0
consuming;consumir;0;0;0;0;0;0;0;0;0;0
consummate;consumado;1;0;0;0;0;0;0;0;0;0
consummation;consumação;0;0;0;0;0;0;0;0;0;0
consumption;consumo;0;0;0;0;0;0;0;0;0;0
contact;contato;1;0;0;0;0;0;0;0;0;0
contagion;contágio;0;1;0;1;1;1;0;0;0;0
contagious;contagioso;0;1;0;0;1;1;0;0;0;0
containment;contenção;0;0;0;0;0;0;0;0;0;0
contaminate;contaminar;0;1;0;0;1;0;0;0;0;0
contaminated;contaminado;0;1;0;0;1;1;0;1;0;0
contamination;contaminação;0;1;0;0;1;0;0;0;0;0
contemplate;contemplar;0;0;0;0;0;0;0;0;0;0
contemplation;contemplação;1;0;0;0;0;0;0;0;0;0
contemplative;contemplativo;0;0;0;0;0;0;0;0;0;0
contemporaneous;contemporâneo;0;0;0;0;0;0;0;0;0;0
contemporary;contemporâneo;0;0;0;0;0;0;0;0;0;0
contempt;desprezo;0;1;1;0;1;1;0;0;0;0
contemptible;desprezível;0;1;1;0;1;0;0;0;0;0
contemptuous;desdenhoso;0;1;1;0;0;0;0;0;0;0
contending;contendendo;0;0;0;0;0;0;0;0;0;0
content;conteúdo;1;0;0;0;0;0;1;0;0;1
contention;contenção;0;0;0;0;0;0;0;0;0;0
contentious;contencioso;0;1;1;0;1;1;0;0;0;0
contents;conteúdo;0;0;0;0;0;0;0;0;0;0
context;contexto;0;0;0;0;0;0;0;0;0;0
contiguous;contíguo;0;0;0;0;0;0;0;0;0;0
continence;continência;0;0;0;0;0;0;0;0;0;0
continent;continente;0;0;0;0;0;0;0;0;0;0
continental;continental;0;0;0;0;0;0;0;0;0;0
contingency;contingência;0;0;0;0;0;0;0;0;0;0
contingent;contingente;0;0;0;1;0;0;0;0;0;0
continual;contínuo;0;0;0;0;0;0;0;0;0;0
continually;continuamente;0;0;0;0;0;0;0;0;0;0
continuance;continuação;0;0;0;0;0;0;0;0;0;0
continuation;continuação;0;0;0;1;0;0;0;0;0;0
continue;continuar;1;0;0;1;0;0;0;0;0;1
continued;contínuo;0;0;0;0;0;0;0;0;0;0
continuing;continuando;0;0;0;0;0;0;0;0;0;0
continuity;continuidade;0;0;0;0;0;0;0;0;0;0
continuous;contínuo;0;0;0;0;0;0;0;0;0;0
continuously;continuamente;0;0;0;0;0;0;0;0;0;0
contour;contorno;1;0;0;0;0;0;0;0;0;0
contraband;contrabando;0;1;1;0;1;1;0;0;0;0
contract;contrato;0;0;0;0;0;0;0;0;0;0
contracted;contraído;0;1;0;0;0;0;0;0;0;0
contractile;contrátil;0;0;0;0;0;0;0;0;0;0
contracting;contratante;0;0;0;0;0;0;0;0;0;0
contraction;contração;0;0;0;0;0;0;0;0;0;0
contradict;contradizer;0;1;1;0;0;0;0;0;0;0
contradiction;contradição;0;1;0;0;0;0;0;0;0;0
contradictory;contraditório;0;1;0;0;0;0;0;0;0;0
contrary;contrário;0;1;0;0;0;0;0;0;0;0
contrast;contrastar;0;0;0;0;0;0;0;0;0;0
contrasted;contrastava;0;1;0;0;0;0;0;0;0;0
contravene;infringir;0;1;0;0;0;0;0;0;0;0
contravention;contravenção;0;1;0;0;0;0;0;0;0;0
contribute;contribuir;1;0;0;0;0;0;0;0;0;0
contributor;contribuidor;1;0;0;0;0;0;0;0;0;1
contrived;maquinado;0;0;0;0;0;0;0;0;0;0
control;ao controle;0;0;0;0;0;0;0;0;0;0
controversial;controverso;0;1;1;0;0;0;0;0;0;0
controversy;controvérsia;0;1;0;0;0;0;0;0;0;0
conundrum;enigma;0;0;0;0;0;0;0;0;0;0
convalescent;convalescente;0;0;0;0;0;0;0;0;0;0
convection;convecção;0;0;0;0;0;0;0;0;0;0
convene;convocar;0;0;0;0;0;0;0;0;0;0
convenience;conveniência;1;0;0;0;0;0;0;0;0;0
conveniences;conveniências;0;0;0;0;0;0;0;0;0;0
convenient;conveniente;1;0;0;0;0;0;0;0;0;0
convent;convento;1;0;0;0;0;0;0;0;0;1
convention;convenção;1;0;0;0;0;0;0;0;0;0
conventional;convencional;0;0;0;0;0;0;0;0;0;0
converge;convergir;0;0;0;0;0;0;0;0;0;0
convergence;convergência;0;0;0;1;0;0;0;0;0;0
convergent;convergente;0;0;0;0;0;0;0;0;0;0
conversant;familiarizado;1;0;0;0;0;0;0;0;0;0
conversation;conversa;0;0;0;0;0;0;0;0;0;0
conversational;conversação;1;0;0;0;0;0;0;0;0;0
converse;conversar;0;0;0;0;0;0;0;0;0;0
conversing;conversando;0;0;0;0;0;0;0;0;0;0
conversion;conversão;0;0;0;0;0;0;0;0;0;0
convert;converter;1;0;0;0;0;0;0;0;0;0
converted;convertido;0;0;0;0;0;0;0;0;0;0
convertible;conversível;0;0;0;0;0;0;0;0;0;0
convex;convexo;0;0;0;0;0;0;0;0;0;0
convexity;convexidade;0;0;0;0;0;0;0;0;0;0
convey;transmitir;0;0;0;0;0;0;0;0;0;0
conveyance;transporte;0;0;0;0;0;0;0;0;0;0
conveyancing;conveyancing;0;0;0;0;0;0;0;0;0;1
convict;presidiário;0;1;1;0;1;1;0;1;0;0
conviction;convicção;0;1;0;0;0;0;0;0;0;0
convince;convencer;1;0;0;1;0;0;0;0;0;1
convinced;convencido;0;0;0;0;0;0;0;0;0;1
convincing;convincente;0;0;0;0;0;0;0;0;0;1
convocation;convocação;0;0;0;0;0;0;0;0;0;0
convoluted;circinal;0;0;0;0;0;0;0;0;0;0
convolution;convolução;0;0;0;0;0;0;0;0;0;0
convoy;comboio;0;0;0;0;0;0;0;0;0;0
coo;arrulhar;0;0;0;0;0;0;0;0;0;0
cook;cozinhar;0;0;0;0;0;0;0;0;0;0
cookery;culinária;0;0;0;0;0;0;0;0;0;0
cooking;culinária;0;0;0;0;0;0;0;0;0;0
cool;legal;1;0;0;0;0;0;0;0;0;0
cooler;refrigerador;0;0;0;0;0;0;0;0;0;0
cooling;resfriamento;0;0;0;0;0;0;0;0;0;0
coolness;frieza;1;0;0;0;0;0;0;0;0;0
coop;gaiola;0;1;1;0;1;0;0;0;0;0
cooperate;cooperar;1;0;0;0;0;0;0;0;0;0
cooperating;cooperando;1;0;0;0;0;0;0;0;0;1
cooperation;cooperação;1;0;0;0;0;0;0;0;0;1
cooperative;cooperativo;1;0;0;0;0;0;0;0;0;1
coordinate;coordenar;0;0;0;0;0;0;0;0;0;0
cop;policial;0;0;0;0;0;1;0;0;0;1
copious;copioso;0;0;0;0;0;0;0;0;0;0
copper;cobre;0;0;0;0;0;0;0;0;0;0
copy;cópia;0;1;0;0;0;0;0;0;0;0
copycat;imitador;0;1;1;0;1;0;0;0;0;0
copying;cópia;0;0;0;0;0;0;0;0;0;0
copyright;direitos autorais;0;0;0;0;0;0;0;0;0;0
coral;coral;0;0;0;0;0;0;0;0;0;0
cord;cordão;0;0;0;0;0;0;0;0;0;0
cordon;cordão;0;0;0;0;0;0;0;0;0;0
corduroy;veludo cotelê;0;0;0;0;0;0;0;0;0;0
core;testemunho;1;0;0;0;0;0;0;0;0;0
cork;cortiça;0;0;0;0;0;0;0;0;0;0
corkscrew;saca-rolhas;0;0;0;0;0;0;0;0;0;0
corn;milho;0;0;0;0;0;0;0;0;0;0
cornea;córnea;0;0;0;0;0;0;0;0;0;0
corner;canto;0;0;0;0;0;0;0;0;0;0
cornet;corneta;0;0;0;0;0;0;0;0;0;0
cornice;cornija;0;0;0;0;0;0;0;0;0;0
cornstarch;amido de milho;0;0;0;0;0;0;0;0;0;0
corollary;corolário;0;0;0;0;0;0;0;0;0;0
corona;coroa;0;0;0;0;0;0;0;0;0;0
coronation;coroação;1;0;0;0;0;0;1;0;0;1
coroner;médico legista;0;1;0;0;0;0;0;0;0;0
corporal;corporal;0;1;0;0;0;0;0;0;0;0
corporate;corporativo;0;0;0;0;0;0;0;0;0;0
corporation;corporação;1;0;0;0;0;0;0;0;0;1
corporeal;corpóreo;1;0;0;0;0;0;0;0;0;0
corps;corpo;0;0;0;0;0;0;0;0;0;0
corpse;cadáver;0;1;0;0;1;0;0;1;0;0
corpus;corpus;0;0;0;0;0;0;0;0;0;0
corral;curral;0;0;0;0;0;0;0;0;0;0
correction;correção;0;1;0;0;0;0;0;0;0;0
corrective;corretivo;1;0;0;0;0;0;0;0;0;0
correctness;correção;0;0;0;0;0;0;0;0;0;1
correlation;correlação;0;0;0;0;0;0;0;0;0;0
correlative;correlativo;0;0;0;0;0;0;0;0;0;0
correspond;corresponder;0;0;0;0;0;0;0;0;0;0
correspondence;correspondência;1;0;0;1;0;0;0;0;0;0
correspondent;correspondente;0;0;0;0;0;0;0;0;0;0
corridor;corredor;0;0;0;0;0;0;0;0;0;0
corroborate;corroborar;1;0;0;0;0;0;0;0;0;1
corroboration;corroboração;0;0;0;0;0;0;0;0;0;1
corrosion;corrosão;0;1;0;0;0;0;0;0;0;0
corrosive;corrosivo;0;1;0;0;0;1;0;0;0;0
corrupt;corrupto;0;1;0;0;0;0;0;0;0;0
corrupting;corruptora;0;1;1;0;1;1;0;1;0;0
corruption;corrupção;0;1;0;0;1;0;0;0;0;0
corse;corse;0;0;0;0;0;0;0;1;0;0
corset;espartilho;0;0;0;0;0;0;0;0;0;0
cortex;córtex;0;0;0;0;0;0;0;0;0;0
cortical;cortical;0;0;0;0;0;0;0;0;0;0
corvette;corveta;0;0;0;0;0;0;0;0;0;0
cosmetic;cosmético;0;0;0;0;0;0;0;0;0;0
cosmetics;cosméticos;0;0;0;0;0;0;0;0;0;0
cosmic;cósmico;0;0;0;0;0;0;0;0;0;0
cosmology;cosmologia;0;0;0;0;0;0;0;0;0;0
cosmopolitan;cosmopolita;1;0;0;0;0;0;0;0;0;1
cosmos;cosmos;0;0;0;0;0;0;0;0;0;0
cost;custo;0;0;0;0;0;0;0;0;0;0
costly;dispendioso;0;0;0;0;0;0;0;0;0;0
costume;traje;0;0;0;0;0;0;0;0;0;0
cosy;acolhedor;1;0;0;0;0;0;0;0;0;0
cot;berço;0;0;0;0;0;0;0;0;0;0
cote;aprisco;0;0;0;0;0;0;0;0;0;0
cottage;casa de campo;0;0;0;0;0;0;0;0;0;0
cotton;algodão;0;0;0;0;0;0;0;0;0;0
couch;sofá;0;0;0;0;0;0;0;1;0;0
cougar;puma;0;0;0;0;0;0;0;0;0;0
cough;tosse;0;1;0;0;1;0;0;0;0;0
council;conselho;1;0;0;1;0;0;0;0;0;1
counsel;conselho;1;0;0;0;0;0;0;0;0;1
counsellor;conselheiro;0;1;1;0;0;1;0;0;0;1
counselor;conselheiro;1;0;0;0;0;0;0;0;0;1
count;contagem;1;0;0;0;0;0;0;0;0;1
countdown;contagem regressiva;0;0;0;1;0;0;0;0;0;0
countenance;semblante;0;0;0;0;0;0;0;0;0;0
counter;contador;0;0;0;0;0;0;0;0;0;0
counteract;neutralizar;0;0;0;0;0;0;0;0;0;0
counterbalance;contrapeso;0;0;0;0;0;0;0;0;0;0
counterclaim;reconvenção;0;0;0;0;0;0;0;0;0;0
counterpart;contrapartida;0;0;0;0;0;0;0;0;0;0
countess;condessa;1;0;0;0;0;0;0;0;0;0
countless;incontável;0;0;0;0;0;0;0;0;0;0
country;país;0;0;0;0;0;0;0;0;0;0
countryman;compatriota;0;0;0;0;0;0;0;0;0;1
counts;contagem;0;0;0;0;0;0;0;0;0;0
county;município;0;0;0;0;0;0;0;0;0;1
coup;golpe;0;0;1;0;0;0;0;0;1;0
couple;casal;0;0;0;0;0;0;0;0;0;0
coupled;acoplado;0;0;0;0;0;0;0;0;0;0
coupon;cupom;0;0;0;0;0;0;0;0;0;0
courage;coragem;1;0;0;0;0;0;0;0;0;0
courageous;corajoso;1;0;0;0;0;1;0;0;0;0
courier;correio;0;0;0;0;0;0;0;0;0;1
courses;cursos;0;0;0;0;0;0;0;0;0;0
coursing;que percorre;0;1;0;0;0;0;0;0;0;0
court;Tribunal;0;0;1;1;0;1;0;0;0;0
courteous;cortês;1;0;0;0;0;0;0;0;0;0
courtesy;cortesia;1;0;0;0;0;0;0;0;0;0
courthouse;tribunal;0;0;0;0;0;0;0;0;0;0
courts;tribunais;0;0;0;0;0;0;0;0;0;0
courtship;namoro;1;0;0;1;0;0;1;0;0;1
courtyard;pátio;0;0;0;0;0;0;0;0;0;0
cove;enseada;1;0;0;1;1;1;1;0;0;0
covenant;pacto;1;0;0;0;0;0;0;0;0;1
cover;cobertura;0;0;0;0;0;0;0;0;0;1
covered;coberto;0;0;0;0;0;0;0;0;0;0
covering;cobertura;0;0;0;0;0;0;0;0;0;0
covert;encoberto;0;0;0;0;0;0;0;0;0;0
covet;cobiçar;0;1;0;0;0;0;0;0;0;0
cow;vaca;0;0;0;0;0;0;0;0;0;0
coward;covarde;0;1;0;0;1;1;0;1;0;0
cowardice;covardia;0;1;0;0;0;1;0;0;0;0
cowardly;covardemente;0;1;0;0;0;1;0;0;0;0
cowboy;vaqueiro;0;0;0;0;0;0;0;0;0;0
cowhide;chicotear;0;0;0;0;0;0;0;0;0;0
cowl;capota;0;0;0;0;0;0;0;0;0;0
coworker;do colega de trabalho;0;0;0;0;0;0;0;0;0;0
